quote,author
"“The feeling of unwanted, unloved, and uncared for can bring about despair. Just know that love is the cure for loneliness, sadness, and hopelessness. You are lovable and qualified to love those hungry for love. Dismiss arrogance and embrace humbleness; this is when you will start to open your heart to endless possibilities of being love.”",Jesus Apolinaris
“Never let despair be the end of your journey.,Jesus Apolinaris
“I used to want to do it for everybody else; now I just wanna do it for myself.”,Kierra C.T. Banks
“Wisdom is a perfection of knowledge acquired through experience.”,Mwanandeke Kindembo
"“I cannot allow or encourage anyone to become a philosopher. But once you find the inspiration to become one of them, there will be no one to stop you.”",Mwanandeke Kindembo
“Self-interest must be sacrificed before one can enter through the door of philosophy.”,Mwanandeke Kindembo
"“Once you know the true God, then seek Him out. Thank the teacher for showing you the right path. But keep your eyes on the target, which is God in this case.”",Mwanandeke Kindembo
"“By right we arm but by love, disarm. Now is the nation called to love. By gun control we challenge not your rights to arms but your heart to sacrifice that love entails. So give me not a reading of the law but tales of love's deeds in hearts and homes -- how racks have shed arms like autumn leaves and turned the land from red to gold.”",Agona Apell
"“Come to me now once again and release me from gruelling anxiety. All that my heart longs for, fulfil. And be yourself my ally in love's bayttle.”",Sappho
“I Love Myself Just the Way I Am &,"Ujjwal Arora,"
"“Love really was like a bird. You didn’t know where it might settle, or where. You couldn’t tame it, couldn’t force it. Couldn’t often predict it. You could call and call for it and never would it flutter down. Then, at the most unexpected time, in the most unexpected place, it was there.”","Roseanna M. White,"
"“We deserve to experience love fully, equally, without shame and without compromise.”",Elliot Page
"“Entonces sonrió. Fue una sonrisa tímida y fugaz, todavía entre el rastro salado de las lágrimas, pero durante una milésima de segundo estuvo ahí, iluminando su rostro, tensando sus labios, dibujada para mí.”","Alice Kellen,"
“To live in a hallucination of being loved is more painful than rejection.”,Vinaya Panicker
“We all should follow our dreams as we should have more than one to conquer!”,"Charlena E.  Jackson,"
“Memories weigh more than mountains,Ahmad Ardalan
“I will never want to be the one a man chooses to be with because I'm the one he knows will always forgive him over and over again. God forbid I ever become that. God forbid a man ever stays with me because true love scares him. May I never be just a man's safe choice.”,C. JoyBell C.
“There is a reason to love -,Laura Chouette
"“People have all these opinions on what happens when we die and stand at the front gates of Heaven. People think we'll be asked if we were holy, if we were righteous, if we did good deeds. But I think we'll be asked if we loved a wild love, if we loved with all our soul, if we knew a love worth living for. Have you known a wild love? Have you told someone everything in your heart? That's what they'll ask us.”",C. JoyBell C.
“An electric shock to the iris,Natalie Nascenzi
"“All great things are hidden and difficult to achieve. But once you figure it out, you will start to live.”",Mwanandeke Kindembo
“The concept of heaven is so beautiful to the point where imagination rules the world.”,Mwanandeke Kindembo
"“I am happy for couples who break up. It is never the fulfilled couples who break up; it's the unfulfilled couples who break up and more often than not, it's the excruciatingly difficult couples who break up. Happy relationships are not the ones that are ending. So when I see a separated couple I see two individuals who are strong enough to hope for more from life, strong enough to make a decision that benefits their wellbeing and happiness. I see two people who are now more hopeful, more brave, more tenacious and more ready for love, than they were before. That makes me happy.”",C. JoyBell C.
"“What is inner wealth? Inner wealth is the ability to richly inhabit daily moments of mundane nothingness, without the dread of stillness, without the fear of silence, without the shame of the ordinary. It's when a simple gaze or a small smile from across the room is sufficient. The soundless sunlight is sufficient. The quiet breeze easily fills up any holes in your soul. This is inner wealth. And what is love? Love is the sharing of that inner wealth with another person. Love is mutual flourishing.”",C. JoyBell C.
"“Unrequited love belongs to one person. Really being in love with another person requires the two of you. It can’t be willed to exist from one person alone, and therefore, it is not something any one person can control. And that’s why it’s so f*cking terrifying.”","Jeris Jean,"
“The edges of our heart,Laura Chouette
"“A rose has always been considered a symbol of such a strong feeling as love. When choosing its color, be careful, since each of them has a different meaning.”",Unknown
"“But as the sun started to rise over the hills, they were off, on the wide-open road, heading for his home. The one he somehow needed to take this tight-assed woman to, along with her scrap of a mangy cat, the one with half an ear missing.  Because if he hadn’t wrangled her into coming, somehow, this time, in a very weird, unexpected way… …it wouldn’t have felt as much like his home. At all.”","Susan Saxx ,"
"“In time of fear and destruction, awakening will take over you, it’s the time when the light gets in ,feel it , observe it ,embrace it ..”",ofer cohen
"“Barry, júrame que no dejarás que te olvide, que nos olvide. ¡Júramelo!”","Josh T. Baker,"
"“Love is neither aggressive nor dramatic, love is raw.”",Vinaya Panicker
"“Lo que mucha gente llama amar consiste en elegir a una mujer y casarse con ella. La eligen, te lo juro, los he visto. Como si se pudiera elegir en el amor, como si no fuera un rayo que te parte los huesos y te deja estaqueado en la mitad del patio.”","Julio Cortázar,"
“To lovers out there ...,De philosopher DJ Kyos
“Some will find you intimidating.,Mitta Xinindlu
“There is still time to love -,Laura Chouette
"“The days we’d spent swimming and fishing at the beach, the first time I’d kissed her, the dreams we’d shared – I was now the only keeper of these memories, and that was the truest sort of loneliness. There were so many things I still wanted to tell her, to share with her.”","Andrea Stewart, Jovis"
“Knowing and loving who you are is one of the most important lessons I have learned in this life!”,Nancy B. Urbach
"“Poor thing! She had loved him, after all.”","Gustave Flaubert,"
“I love to hear your heart beat,Natalie Nascenzi
“The shadow of your cheekbones,Natalie Nascenzi
"“To walk the path of intentionally and consciously finding love, you need to start with the main question: Where do I want to go?”","Crista Beck,"
“When mental issues start to form seeds in our minds the only thing that grows is weeds from all of the dead plants that failed to bloom.”,"Charlena E.  Jackson,"
“Life is less to experience the wisdom and beauty lies in nature.,Ankit Samrat
"“And that's the thing love, it's demands to be expressed”","Anamika Mishra,"
“Look for great character in an individual and don't look for beautiful names.”,Mwanandeke Kindembo
